@relation traffic_analysis
 
@attribute numPackSent numeric
@attribute numPackRec numeric
@attribute totalPackets numeric
@attribute numberAck numeric
@attribute headerBytesSent numeric
@attribute headerBytesRec numeric
@attribute totalHeaderBytes numeric
@attribute caplenSent numeric
@attribute caplenRec numeric
@attribute minPackLength numeric
@attribute maxPackLength numeric
@attribute avPackLength numeric
@attribute avPayload numeric
@attribute payloadSent numeric
@attribute payloadRec numeric
@attribute totalPayload numeric
@attribute totalSize numeric
@attribute class {TOR,SSH,SSLWEB,SSLp2p,SCP,SKYPE}
 
@data
18,18,36,36,408,408,816,1945,1403,334,819,387.0,35.0,925,345,1270,13940,TOR
1027,1021,2048,27,8396,8312,16708,134312,130687,334,915,442.0,87.0,90998,87598,178596,905991,SKYPE
31,31,62,61,1000,1000,2000,3490,4554,346,1042,409.0,63.0,1436,2500,3936,25404,SSH
157,150,307,305,3196,3020,6216,24414,14798,334,1501,428.0,72.0,15880,6380,22260,131636,TOR
248,218,466,400,4960,4636,9596,55992,96879,334,1858,610.0,272.0,42600,84364,126964,284535,SSLWEB
291,277,568,527,6228,5832,12060,69238,94755,334,1794,568.0,232.0,53116,78796,131912,323033,SSLWEB
274,476,750,738,5408,9556,14964,40619,637022,334,1794,1183.0,849.0,25875,611192,637067,887769,SSLWEB
243,278,521,497,4764,5656,10420,87256,167105,334,1764,768.0,433.0,74230,151583,225813,400625,SSLWEB
285,308,593,566,6036,6460,12496,49473,220675,334,1858,739.0,399.0,33747,203239,236986,438268,SSLWEB
42,36,78,77,932,864,1796,4098,3126,334,838,389.0,34.0,1738,968,2706,30344,TOR
1062,1055,2117,21,8628,8560,17188,139876,135910,334,795,443.0,88.0,95140,91340,186480,938018,SKYPE
36,36,72,71,1160,1160,2320,3948,5148,346,1042,406.0,60.0,1564,2764,4328,29256,SSH
10,11,21,21,200,220,420,1790,1046,334,818,437.0,79.0,1250,423,1673,9196,TOR
1034,1024,2058,40,8548,8396,16944,134582,146590,334,637,448.0,94.0,90878,103280,194158,923940,SKYPE
32,32,64,63,1032,1032,2064,3636,4588,346,1042,408.0,62.0,1516,2468,3984,26144,SSH
215,347,562,561,5044,7584,12628,28971,393981,334,1814,1054.0,695.0,16617,374511,391128,592728,TOR
35,35,70,69,1128,1128,2256,3914,5130,346,1042,409.0,62.0,1596,2812,4408,28644,SSH
1077,1093,2170,99,9108,9476,18584,128242,193276,334,1858,460.0,105.0,82496,146460,228956,999518,SKYPE
23,24,47,47,736,768,1504,2062,11792,346,1794,574.0,228.0,544,10208,10752,27014,SSH
38,38,76,75,1224,1224,2448,4080,9968,346,1794,464.0,118.0,1564,7452,9016,35328,SSH
1078,1071,2149,21,8756,8688,17444,158650,140101,334,626,451.0,96.0,113242,94943,208185,970775,SKYPE
1052,737,1789,1769,21340,16780,38120,741521,53021,334,1814,742.0,387.0,684413,8400,692813,1328710,SSLp2p
1173,1141,2314,204,11088,10444,21532,148277,179335,334,1858,453.0,98.0,97307,129922,227229,1048396,SKYPE
24,24,48,48,768,768,1536,2192,8000,346,1794,492.0,146.0,608,6416,7024,23632,SSH
204,213,417,393,4412,4720,9132,83042,25776,334,1814,555.0,203.0,71694,13179,84873,231594,SSLp2p
1043,1036,2079,24,8512,8408,16920,132139,140601,334,622,444.0,89.0,88165,96913,185078,923180,SKYPE
537,773,1310,1271,10944,15748,26692,101360,941226,334,1858,1079.0,741.0,72118,898818,970936,1413994,SSLWEB
84,87,171,170,2148,2196,4344,9389,8779,334,1465,403.0,46.0,4385,3485,7870,68960,TOR
1044,1044,2088,35,8568,8556,17124,118082,121953,334,492,427.0,72.0,74018,77823,151841,893059,SKYPE
1036,1037,2073,9,8348,8344,16692,145707,138313,334,1713,450.0,94.0,102135,94666,196801,933100,SKYPE
26,22,48,48,532,440,972,2766,1710,334,822,393.0,37.0,1350,461,1811,18908,TOR
1068,1058,2126,32,8772,8620,17392,149588,136386,334,1826,447.0,92.0,104484,91700,196184,950534,SKYPE
19,21,40,39,404,432,836,3421,6506,334,1782,540.0,192.0,2371,5312,7683,21607,TOR
39,39,78,77,1256,1256,2512,4114,14402,346,1794,517.0,171.0,1532,11820,13352,40356,SSH
18,19,37,37,576,608,1184,1732,2326,346,554,389.0,43.0,544,1072,1616,14418,SSH
147,197,344,335,3072,4048,7120,23923,124059,334,3685,717.0,374.0,15853,112894,128747,246798,TOR
33,34,67,66,1064,1096,2160,3590,9112,346,1794,469.0,123.0,1404,6860,8264,31462,SSH
596,454,1050,1028,15532,12016,27548,381597,35323,334,1814,695.0,336.0,345801,7134,352935,730216,SSLp2p
1054,1051,2105,30,8612,8588,17200,122943,137943,334,622,436.0,81.0,78495,93546,172041,919214,SKYPE
37,37,74,73,1192,1192,2384,3998,7134,346,1794,430.0,84.0,1548,4684,6232,31852,SSH
12,14,26,24,240,280,520,1461,1226,334,739,403.0,47.0,813,422,1235,10479,TOR
43,43,86,85,1384,1384,2768,4410,20042,346,1794,564.0,218.0,1564,17196,18760,48532,SSH
574,452,1026,1006,15936,13632,29568,383304,42499,334,1814,712.0,351.0,347852,13079,360931,731387,SSLp2p
423,388,811,785,9148,9156,18304,258745,39800,334,1814,666.0,310.0,235215,16573,251788,540377,SSLp2p
1061,1058,2119,21,8620,8584,17204,145854,139894,334,1363,447.0,92.0,101160,95282,196442,947612,SKYPE
1061,1048,2109,33,8716,8588,17304,135565,152136,334,915,448.0,94.0,90695,107842,198537,946765,SKYPE
68,88,156,144,1728,2164,3892,8397,9858,334,1148,408.0,56.0,4357,4531,8888,63727,SSLp2p
1069,1069,2138,24,8696,8696,17392,150291,137317,334,630,446.0,92.0,105249,92198,197447,955432,SKYPE
522,439,961,935,11016,11256,22272,328154,35317,334,1814,675.0,319.0,299390,8073,307463,648807,SSLp2p
1073,1067,2140,24,8752,8668,17420,135689,155004,334,1647,448.0,93.0,90455,109995,200450,960101,SKYPE
507,532,1039,1012,11192,12176,23368,196328,285579,334,1814,761.0,406.0,167898,254617,422515,791259,SSLp2p
13,13,26,26,272,260,532,2096,3336,334,1137,506.0,153.0,1382,2601,3983,13160,TOR
845,519,1364,1337,18268,11748,30016,607129,36667,334,1814,771.0,414.0,560131,4963,565094,1052020,SSLp2p
37,38,75,75,752,760,1512,2978,2752,334,739,376.0,20.0,968,589,1557,28266,TOR
21,21,42,42,468,456,924,2678,1754,334,818,400.0,48.0,1496,520,2016,16800,TOR
44,44,88,86,1424,1424,2848,5264,6928,346,1042,418.0,72.0,2344,4008,6352,36832,SSH
34,35,69,68,1096,1128,2224,3656,7058,346,1794,435.0,89.0,1404,4740,6144,30034,SSH
1081,1073,2154,18,8768,8680,17448,148341,150916,334,630,451.0,96.0,102819,105704,208523,972137,SKYPE
27,30,57,55,568,616,1184,3492,2380,334,820,402.0,46.0,2006,665,2671,22920,TOR
11,11,22,22,220,220,440,1435,1128,334,739,416.0,61.0,841,507,1348,9171,TOR
20,21,41,40,552,612,1164,2586,1899,334,819,405.0,46.0,1354,565,1919,16637,TOR
33,33,66,65,1064,1064,2128,3622,4950,346,1042,409.0,63.0,1436,2764,4200,27052,SSH
41,41,82,81,1320,1320,2640,4278,14678,346,1794,511.0,164.0,1564,11964,13528,41916,SSH
33,34,67,66,1064,1096,2160,3718,5984,346,1626,424.0,78.0,1532,3732,5264,28462,SSH
48,48,96,94,1188,1248,2436,4751,3595,334,821,382.0,26.0,1931,649,2580,36698,TOR
922,684,1606,1576,19004,16192,35196,605574,48744,334,1814,705.0,350.0,555222,7035,562257,1132702,SSLp2p
58,87,145,139,1384,1968,3352,13887,17350,334,1782,500.0,156.0,10531,12162,22693,72637,TOR
571,619,1190,1169,11900,13244,25144,263838,307647,334,1814,779.0,424.0,232524,272197,504721,927885,SSLp2p
582,506,1088,1049,12900,12404,25304,360003,41206,334,1814,666.0,310.0,327315,10321,337636,725209,SSLp2p
1178,908,2086,2045,25124,21208,46332,770882,78136,334,1814,706.0,349.0,705706,23256,728962,1472970,SSLp2p
35,35,70,69,1128,1128,2256,3882,5050,346,1042,407.0,61.0,1564,2732,4296,28532,SSH
41,42,83,82,1320,1352,2672,4262,14968,346,1794,511.0,165.0,1548,12188,13736,42470,SSH
44,44,88,86,1424,1424,2848,5280,7112,346,1042,420.0,74.0,2360,4192,6552,37032,SSH
145,229,374,362,3068,4724,7792,30727,164771,334,1782,803.0,466.0,22729,151773,174502,300506,TOR
20,20,40,40,640,640,1280,1896,3960,346,1418,426.0,80.0,576,2640,3216,17056,SSH
37,37,74,73,1192,1192,2384,4014,7158,346,1794,430.0,84.0,1564,4708,6272,31892,SSH
1055,1042,2097,21,8572,8456,17028,129793,163067,334,632,452.0,97.0,85311,119127,204438,949588,SKYPE
25,25,50,50,800,800,1600,2386,6258,346,1794,452.0,106.0,736,4608,5344,22644,SSH
35,35,70,69,1128,1128,2256,3882,5074,346,1042,407.0,61.0,1564,2756,4320,28556,SSH
33,33,66,65,1064,1064,2128,3638,4998,346,1042,410.0,64.0,1452,2812,4264,27116,SSH
41,44,85,81,912,1012,1924,3403,3163,334,820,373.0,19.0,1097,540,1637,31774,TOR
1066,1077,2143,93,9056,9312,18368,128710,194810,334,1858,463.0,108.0,83410,148778,232188,992904,SKYPE
10,10,20,20,212,200,412,1798,982,334,816,439.0,82.0,1246,411,1657,8796,TOR
62,60,122,118,1432,1444,2876,6524,5194,334,1058,391.0,37.0,2984,1586,4570,47766,TOR
198,384,582,579,4088,7836,11924,16911,461303,334,1782,1104.0,766.0,6091,440193,446284,642998,TOR
766,477,1243,1226,16100,10944,27044,554613,35135,334,1814,773.0,417.0,512469,5927,518396,962044,SSLp2p
33,34,67,66,1064,1096,2160,3686,4824,346,1042,407.0,60.0,1500,2572,4072,27270,SSH
712,1095,1807,1807,22784,45060,67844,2557288,83154,346,7506,1741.0,1389.0,2510296,864,2511160,3146402,SCP
44,45,89,88,1416,1448,2864,4428,24110,346,1794,600.0,254.0,1516,21132,22648,53458,SSH
19,16,35,32,424,320,744,2359,1456,334,832,407.0,52.0,1289,549,1838,14255,TOR
13,13,26,26,260,260,520,1971,1230,334,818,420.0,67.0,1269,487,1756,10929,TOR
945,1508,2453,2453,38140,48256,86396,71038,2253256,346,1778,1227.0,878.0,768,2153728,2154496,3011134,SCP
33,34,67,66,1064,1096,2160,3702,6032,346,1626,425.0,79.0,1516,3780,5296,28494,SSH
29,21,50,50,676,456,1132,2727,1577,334,818,385.0,28.0,1065,358,1423,19264,TOR
1040,1041,2081,26,8476,8484,16960,125423,163708,334,788,451.0,96.0,81587,119766,201353,940291,SKYPE
803,614,1417,1391,17004,14208,31212,550706,49896,334,1814,722.0,366.0,506400,12820,519220,1024082,SSLp2p
21,21,42,42,672,672,1344,1994,2458,346,474,386.0,40.0,608,1072,1680,16212,SSH
1062,1062,2124,27,8652,8664,17316,147208,141786,334,622,449.0,93.0,102448,96946,199394,953858,SKYPE
703,528,1231,1210,14460,12256,26716,463708,44280,334,1814,710.0,355.0,425346,12321,437667,874492,SSLp2p
29,29,58,58,928,928,1856,2666,14250,346,1794,571.0,225.0,752,12336,13088,33156,SSH
36,36,72,66,920,904,1824,3794,3043,334,818,390.0,34.0,1650,848,2498,28149,TOR
36,33,69,68,960,816,1776,3879,7448,334,1782,459.0,103.0,1695,5460,7155,31703,TOR
22,20,42,39,472,400,872,2969,1677,334,814,406.0,54.0,1749,533,2282,17078,TOR
1039,2045,3084,3060,20600,40792,61392,60350,2936370,334,1826,1273.0,917.0,4384,2826006,2830390,3926128,SSLp2p
36,36,72,71,1160,1160,2320,3932,5244,346,1042,407.0,61.0,1548,2860,4408,29336,SSH
967,1508,2475,2475,40180,48256,88436,73826,2253256,346,1778,1220.0,870.0,768,2153728,2154496,3020082,SCP
21,38,59,56,432,780,1212,2058,2842,334,739,377.0,25.0,912,620,1532,22252,TOR
683,1071,1754,1754,21856,43364,65220,2532462,80690,346,7506,1769.0,1418.0,2487384,912,2488296,3104272,SCP
1076,1070,2146,45,8872,8836,17708,150141,141758,334,622,448.0,93.0,104685,96420,201105,962155,SKYPE
53,68,121,119,1096,1384,2480,4820,34882,334,1846,627.0,272.0,1922,31055,32977,75918,TOR
794,599,1393,1379,19816,17420,37236,636346,43575,334,1814,786.0,426.0,589534,4439,593973,1095305,SSLp2p
1159,1139,2298,138,10220,9988,20208,137846,165954,334,1490,443.0,89.0,88220,117004,205224,1020040,SKYPE
21,21,42,42,672,672,1344,1978,2586,346,554,388.0,42.0,592,1200,1792,16324,SSH
1030,1029,2059,4,8264,8256,16520,135435,138418,334,866,445.0,90.0,92151,95136,187287,917957,SKYPE
983,1509,2492,2492,40756,48288,89044,74946,2254754,346,1778,1214.0,865.0,768,2155160,2155928,3027460,SCP
419,483,902,870,9480,10588,20068,110735,240277,334,1814,685.0,332.0,87009,212487,299496,618356,SSLp2p
83,69,152,150,1720,1404,3124,7089,5833,334,739,384.0,29.0,2547,1913,4460,58490,TOR
14,15,29,28,292,312,604,1718,1483,334,739,413.0,54.0,950,637,1587,11993,TOR
1049,1042,2091,10,8452,8396,16848,137097,146691,334,622,448.0,93.0,92979,102825,195804,936884,SKYPE
32,37,69,66,756,812,1568,2718,2709,334,812,372.0,20.0,874,548,1422,25675,TOR
36,35,71,70,1160,1128,2288,3948,5234,346,1042,409.0,63.0,1564,2916,4480,29062,SSH
33,34,67,66,1064,1096,2160,3718,5952,346,1626,424.0,78.0,1532,3700,5232,28430,SSH
700,1079,1779,1779,22400,44176,66576,2546472,81774,346,7506,1757.0,1405.0,2500272,912,2501184,3126366,SCP
333,271,604,591,7128,6132,13260,161150,24445,334,1718,604.0,250.0,142700,8340,151040,365019,SSLp2p
35,35,70,69,1128,1128,2256,3882,4994,346,1042,406.0,60.0,1564,2676,4240,28476,SSH
12,10,22,22,252,200,452,2072,883,334,818,434.0,78.0,1412,316,1728,9563,TOR
205,237,442,413,5368,5800,11168,64709,24932,334,1814,495.0,142.0,52371,10570,62941,219129,SSLp2p
686,1069,1755,1755,21952,43640,65592,2541252,80850,346,7506,1774.0,1422.0,2495976,864,2496840,3113502,SCP
921,1501,2422,2422,36512,48032,84544,68642,2241338,346,1778,1233.0,884.0,816,2142272,2143088,2988140,SCP
35,36,71,70,1128,1160,2288,3882,5156,346,1042,407.0,61.0,1564,2772,4336,28918,SSH
30,30,60,60,960,960,1920,2732,12460,346,1794,533.0,187.0,752,10480,11232,31992,SSH
873,636,1509,1479,22176,18336,40512,669386,57115,334,1814,779.0,419.0,617528,15899,633427,1176189,SSLp2p
219,191,410,405,6488,5524,12012,22321,25638,334,1782,411.0,53.0,8387,13472,21859,168711,TOR
789,1157,1946,1946,25248,50324,75572,2530866,90526,346,7506,1627.0,1274.0,2478792,864,2479656,3166272,SCP
1076,1060,2136,26,8788,8624,17412,132781,161315,334,1505,450.0,95.0,87369,116582,203951,961264,SKYPE
20,20,40,40,640,640,1280,1944,3608,346,1626,418.0,72.0,624,2288,2912,16752,SSH
24,24,48,48,768,768,1536,2336,4160,346,1626,415.0,69.0,752,2576,3328,19936,SSH
33,33,66,65,1064,1064,2128,3718,5982,346,1626,426.0,80.0,1532,3796,5328,28180,SSH
1042,1031,2073,12,8420,8308,16728,133195,142688,334,630,445.0,90.0,89327,99284,188611,923651,SKYPE
59,66,125,120,1348,1480,2828,4717,6397,334,1201,385.0,31.0,1363,2519,3882,48226,TOR
36,35,71,70,1160,1128,2288,3948,5418,346,1042,411.0,65.0,1564,3100,4664,29246,SSH
1054,1051,2105,23,8576,8540,17116,129137,164646,334,622,452.0,97.0,84725,120310,205035,952239,SKYPE
35,34,69,68,1128,1096,2224,3898,5064,346,1042,409.0,63.0,1580,2812,4392,28282,SSH
157,200,357,342,3976,4992,8968,22742,80570,334,1782,579.0,229.0,13428,68532,81960,207016,TOR
625,527,1152,1114,15204,13112,28316,376352,42417,334,1814,660.0,303.0,339898,10265,350163,761457,SSLp2p
35,35,70,69,1128,1128,2256,3866,6562,346,1418,428.0,82.0,1548,4244,5792,30028,SSH
64,71,135,131,1372,1468,2840,5148,37743,334,1846,615.0,261.0,1600,33754,35354,83123,TOR
32,32,64,62,676,664,1340,3430,2654,334,822,395.0,38.0,1666,829,2495,25316,TOR
169,177,346,341,3716,3968,7684,21034,19936,334,1782,416.0,60.0,11572,9440,21012,143994,TOR
23,23,46,46,736,736,1472,2270,2734,346,554,388.0,42.0,752,1216,1968,17884,SSH
48,48,96,94,1552,1552,3104,5576,7424,346,1042,415.0,69.0,2392,4240,6632,39880,SSH
970,1506,2476,2476,40616,48192,88808,74412,2254556,346,1778,1220.0,870.0,816,2155160,2155976,3022248,SCP
1097,1088,2185,54,9124,9040,18164,144591,151629,334,915,447.0,93.0,98169,105463,203632,978612,SKYPE
1007,1515,2522,2522,43388,48480,91868,78346,2252286,346,1778,1204.0,853.0,720,2152296,2153016,3036792,SCP
45,45,90,88,1456,1456,2912,5362,7162,346,1042,419.0,72.0,2376,4176,6552,37724,SSH
181,386,567,564,3668,7756,11424,26841,435051,334,1846,1116.0,760.0,17019,413947,430966,633260,TOR
1083,1075,2158,21,8796,8720,17516,147405,143139,334,622,447.0,92.0,101767,97757,199524,966240,SKYPE
19,19,38,38,608,608,1216,1878,2182,346,474,386.0,40.0,624,928,1552,14700,SSH
707,1092,1799,1799,22624,44592,67216,2558390,82680,346,7506,1748.0,1396.0,2511728,960,2512688,3144790,SCP
124,149,273,267,2552,3052,5604,9488,40459,334,1846,482.0,127.0,2720,32013,34733,131795,TOR
217,199,416,395,5548,4816,10364,66341,21975,334,1814,506.0,152.0,53415,9980,63395,210684,SSLp2p
22,22,44,44,704,704,1408,2028,7100,346,1794,487.0,141.0,576,5648,6224,21448,SSH
394,385,779,754,8648,9128,17776,192291,34903,334,1814,588.0,233.0,170247,11905,182152,458562,SSLp2p
647,1048,1695,1695,20704,41328,62032,2540110,77872,346,7506,1824.0,1473.0,2497408,912,2498320,3092582,SCP
743,1134,1877,1877,23776,48112,71888,2532126,87532,346,7506,1675.0,1323.0,2483088,864,2483952,3145218,SCP
37,37,74,73,1192,1192,2384,4030,7326,346,1794,433.0,87.0,1580,4876,6456,32076,SSH
174,216,390,386,5540,6836,12376,28440,32810,334,1814,458.0,91.0,16984,18590,35574,178802,TOR
1035,1032,2067,24,8436,8388,16824,122326,148869,334,1648,444.0,89.0,78700,105301,184001,917827,SKYPE
670,545,1215,1185,17008,15236,32244,476485,49562,334,1814,730.0,371.0,436697,14756,451453,887239,SSLp2p
37,37,74,73,1192,1192,2384,3982,7494,346,1794,435.0,88.0,1532,5044,6576,32196,SSH
215,206,421,401,4736,4496,9232,60505,21845,334,1814,491.0,138.0,48459,9969,58428,207110,SSLp2p
35,35,70,69,1128,1128,2256,3882,5162,346,1042,409.0,62.0,1564,2844,4408,28644,SSH
24,29,53,50,676,784,1460,2944,2375,334,818,394.0,37.0,1452,555,2007,20927,TOR
623,507,1130,1104,17104,15448,32552,432828,45826,334,1814,720.0,360.0,394542,12613,407155,814542,SSLp2p
35,29,64,64,892,748,1640,3623,2263,334,819,389.0,31.0,1541,481,2022,24926,TOR
42,42,84,83,1352,1352,2704,4360,14760,346,1794,507.0,161.0,1580,11980,13560,42640,SSH
35,35,70,69,1128,1128,2256,3866,5090,346,1042,407.0,61.0,1548,2772,4320,28556,SSH
1281,2397,3678,3506,24420,47136,71556,81965,3380952,334,1826,1243.0,888.0,13951,3252128,3266079,4573333,SSLp2p
15,18,33,32,392,480,872,1897,1697,334,739,408.0,47.0,995,578,1573,13474,TOR
42,42,84,83,1352,1352,2704,4344,15056,346,1794,510.0,164.0,1564,12276,13840,42920,SSH
44,44,88,86,1424,1424,2848,5280,6936,346,1042,418.0,72.0,2360,4016,6376,36856,SSH
33,33,66,65,1064,1064,2128,3686,4710,346,1042,407.0,60.0,1500,2524,4024,26876,SSH
945,1509,2454,2454,38436,48288,86724,71382,2254754,346,1778,1227.0,878.0,816,2155160,2155976,3013256,SCP
37,38,75,74,1192,1236,2428,4062,5340,346,1042,405.0,58.0,1612,2812,4424,30402,SSH
57,66,123,116,1372,1604,2976,5483,5409,334,819,385.0,29.0,2173,1433,3606,47476,TOR
4029,7674,11703,11603,98316,186576,284892,319280,9429634,334,1814,1133.0,774.0,83978,8980413,9064391,13265946,SSLp2p
17,15,32,32,340,300,640,2676,1881,334,820,440.0,87.0,1758,1034,2792,14093,TOR
1021,1015,2036,7,8216,8156,16372,148208,131855,334,1713,450.0,95.0,105238,89061,194299,917567,SKYPE
1093,1091,2184,25,8900,8872,17772,133271,154503,334,804,444.0,89.0,87209,108415,195624,971166,SKYPE
2241,4436,6677,6655,44624,88672,133296,128706,6415365,334,1826,1281.0,926.0,7848,6175839,6183687,8556415, SSLp2p
9,10,19,19,192,200,392,1747,982,334,819,445.0,87.0,1249,411,1660,8465,TOR
1024,1025,2049,27,8360,8356,16716,119538,122295,334,493,430.0,75.0,76362,79024,155386,882913,SKYPE
15,15,30,30,300,300,600,2106,1368,334,819,415.0,60.0,1296,513,1809,12450,TOR
12,13,25,25,252,260,512,2044,2326,334,952,475.0,119.0,1384,1592,2976,11882,TOR
51,51,102,100,1648,1648,3296,5726,16902,346,1794,501.0,155.0,2344,13520,15864,51188,SSH
22,22,44,44,704,704,1408,2044,5324,346,1794,447.0,101.0,592,3872,4464,19688,SSH
36,36,72,71,1160,1160,2320,3964,7196,346,1794,435.0,88.0,1580,4812,6392,31320,SSH
2050,3175,5225,5144,51476,74788,126264,340632,3536141,334,1814,1040.0,683.0,219456,3352034,3571490,5439037,SSLp2p
751,531,1282,1264,16192,13628,29820,564846,37070,334,1814,767.0,410.0,523120,3696,526816,984076,SSLp2p
104,114,218,215,2196,2432,4628,8028,8139,334,739,370.0,17.0,2296,1523,3819,80855,TOR
21,21,42,41,680,680,1360,2542,3542,346,1042,424.0,78.0,1148,2148,3296,17844,SSH
43,45,88,86,1392,1456,2848,5070,9746,346,1794,448.0,102.0,2216,6760,8976,39456,SSH
35,36,71,70,1128,1160,2288,3898,4980,346,1042,405.0,58.0,1580,2596,4176,28758,SSH
30,24,54,48,752,580,1332,2661,1888,334,739,380.0,24.0,889,456,1345,20565,TOR
33,33,66,65,1064,1064,2128,3590,6470,346,1418,432.0,86.0,1404,4284,5688,28540,SSH
521,480,1001,966,11444,11428,22872,299609,37103,334,1814,633.0,278.0,270451,8190,278641,633856,SSLp2p
13,14,27,27,272,280,552,2055,1300,334,820,425.0,68.0,1341,504,1845,11491,TOR
951,671,1622,1606,19320,15424,34744,656980,47827,334,1814,733.0,377.0,605326,7124,612450,1188983,SSLp2p
32,28,60,59,664,580,1244,3375,2082,334,838,389.0,34.0,1623,472,2095,23377,TOR
134,168,302,276,3360,3968,7328,14906,15135,334,1018,389.0,39.0,6990,5031,12021,117609,SSLp2p
278,292,570,538,6052,6360,12412,79950,30656,334,1814,488.0,137.0,64446,13646,78092,278206,SSLp2p
13,12,25,25,272,240,512,1593,933,334,813,400.0,45.0,879,250,1129,10006,TOR
729,488,1217,1197,15148,10892,26040,512325,36660,334,1814,749.0,393.0,472391,7016,479407,912465,SSLp2p
472,394,866,839,9976,9108,19084,265021,31806,334,1814,639.0,285.0,238997,8085,247082,553419,SSLp2p
699,1089,1788,1788,22368,44560,66928,2530654,82498,346,7506,1741.0,1390.0,2484520,912,2485432,3113792,SCP
695,1074,1769,1769,22240,43628,65868,2540414,81056,346,7506,1761.0,1410.0,2494544,912,2495456,3116790,SCP
806,644,1450,1428,16744,14672,31416,555790,48214,334,1814,715.0,359.0,511642,9610,521252,1038132,SSLp2p
28,30,58,56,572,612,1184,3244,4220,334,1030,408.0,73.0,1720,2540,4260,23704,SSH
33,33,66,65,1064,1064,2128,3606,5062,346,1042,411.0,65.0,1420,2876,4296,27148,SSH
44,50,94,92,916,1024,1940,4010,8342,334,1782,427.0,75.0,1598,5486,7084,40208,TOR
31,26,57,51,608,544,1152,3674,4904,334,1614,430.0,94.0,1932,3428,5360,24538,SSH
623,493,1116,1097,17284,14732,32016,440991,40816,334,1814,729.0,368.0,402525,8677,411202,813871,SSLp2p
1073,1063,2136,48,8884,8780,17664,128730,135637,334,1505,436.0,81.0,83364,90591,173955,931343,SKYPE
20,17,37,33,376,352,728,2303,2916,334,1030,421.0,84.0,1187,1956,3143,15579,SSH
40,40,80,79,1288,1288,2576,4068,16572,346,1794,538.0,191.0,1420,13924,15344,43040,SSH
36,36,72,71,1160,1160,2320,3948,5228,346,1042,407.0,61.0,1564,2844,4408,29336,SSH
945,1508,2453,2453,38492,48256,86748,71390,2253256,346,1778,1227.0,878.0,768,2153728,2154496,3011486,SCP
33,34,67,66,1064,1096,2160,3622,4928,346,1042,407.0,61.0,1436,2676,4112,27310,SSH
229,180,409,398,5844,5120,10964,167738,19273,334,1814,754.0,395.0,154108,7655,161763,308635,SSLp2p
1055,715,1770,1757,21288,16632,37920,764841,57345,334,1814,763.0,407.0,707683,13848,721531,1351642,SSLp2p
18,19,37,37,372,380,752,2236,1530,334,812,399.0,45.0,1252,439,1691,14798,TOR
469,407,876,853,9804,8988,18792,257980,35653,334,1814,632.0,278.0,232230,11669,243899,554433,SSLp2p
1133,1085,2218,64,9496,9052,18548,149756,162996,334,915,453.0,98.0,101378,116902,218280,1004992,SKYPE
790,598,1388,1360,17088,14596,31684,532258,44867,334,1814,713.0,357.0,488310,8121,496431,990117,SSLp2p
738,596,1334,1305,19420,17556,36976,531734,55434,334,1814,737.0,377.0,487222,16496,503718,983600,SSLp2p
756,562,1318,1296,16408,13656,30064,493679,45514,334,1814,706.0,351.0,451567,11172,462739,931625,SSLp2p
1054,1051,2105,21,8564,8528,17092,134150,131594,334,517,439.0,84.0,89710,87276,176986,924520,SKYPE
1058,1055,2113,38,8728,8668,17396,129898,157442,334,1505,448.0,93.0,85198,112827,198025,947492,SKYPE
617,376,993,981,13296,8296,21592,440562,28138,334,1814,771.0,414.0,406288,5360,411648,766132,SSLp2p
681,1051,1732,1732,21792,43312,65104,2417770,79910,346,7506,1722.0,1370.0,2372824,864,2373688,2982640,SCP
1043,1513,2556,2524,21680,31476,53156,235755,1607836,334,1814,1020.0,666.0,178613,1523818,1702431,2609127,SSLp2p
45,47,92,90,1456,1520,2976,5314,7198,346,1042,416.0,69.0,2328,4080,6408,38272,SSH
35,36,71,70,1128,1160,2288,3834,7956,346,1794,446.0,99.0,1516,5572,7088,31670,SSH
1103,1097,2200,69,9244,9212,18456,140959,161444,334,1828,449.0,95.0,94213,114807,209020,989091,SKYPE
730,1105,1835,1835,23360,45692,69052,2552748,84174,346,7506,1717.0,1365.0,2504568,912,2505480,3150722,SCP
1105,1057,2162,0,8840,8456,17296,144973,138897,357,896,444.0,89.0,98163,94473,192636,960750,SKYPE
45,46,91,89,1456,1488,2944,5346,7252,346,1042,418.0,72.0,2360,4200,6560,38078,SSH
438,365,803,777,12164,10592,22756,300791,35955,334,1814,715.0,356.0,273735,12327,286062,574834,SSLp2p
20,20,40,40,640,640,1280,1912,2376,346,554,387.0,41.0,592,1056,1648,15488,SSH
712,566,1278,1250,14964,13480,28444,495153,44011,334,1814,720.0,364.0,455981,9673,465654,920492,SSLp2p
486,444,930,904,10260,10240,20500,292928,38463,334,1814,654.0,299.0,266144,12036,278180,608911,SSLp2p
56,69,125,123,1144,1404,2548,5018,36311,334,1846,629.0,275.0,1970,32435,34405,78665,TOR
1682,1117,2799,2788,39196,30084,69280,1359830,78302,334,1814,813.0,453.0,1263446,7060,1270506,2276604,SSLp2p
20,20,40,40,640,640,1280,1944,2520,346,554,391.0,45.0,624,1200,1824,15664,SSH
37,37,74,73,1192,1192,2384,4014,7102,346,1794,430.0,84.0,1564,4652,6216,31836,SSH
957,1508,2465,2465,38664,48256,86920,72018,2253256,346,1778,1223.0,874.0,816,2153728,2154544,3015474,SCP
