@relation traffic_analysis
 
@attribute numPackSent numeric
@attribute numPackRec numeric
@attribute totalPackets numeric
@attribute numberAck numeric
@attribute headerBytesSent numeric
@attribute headerBytesRec numeric
@attribute totalHeaderBytes numeric
@attribute caplenSent numeric
@attribute caplenRec numeric
@attribute minPackLength numeric
@attribute maxPackLength numeric
@attribute avPackLength numeric
@attribute avPayload numeric
@attribute payloadSent numeric
@attribute payloadRec numeric
@attribute totalPayload numeric
@attribute totalSize numeric
@attribute class {TOR,SSH,SSLWEB,SSLp2p,SCP,SKYPE}
 
@data
243,254,497,470,5396,5448,10844,55912,36988,334,1814,480.0,129.0,42254,22290,64544,238748,SSLp2p
33,34,67,66,1064,1096,2160,3718,6688,346,1794,435.0,89.0,1532,4436,5968,29166,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
42,43,85,84,1352,1384,2736,4328,14874,346,1794,505.0,159.0,1548,12028,13576,43002,SSH
938,1511,2449,2449,37844,48352,86196,70552,2254886,346,1778,1229.0,880.0,816,2155160,2155976,3011158,SCP
952,1513,2465,2465,39360,48416,87776,72496,2253586,346,1778,1223.0,874.0,768,2153728,2154496,3016282,SCP
45,47,92,90,1456,1520,2976,5330,7286,346,1042,417.0,70.0,2344,4168,6512,38376,SSH
30,32,62,61,968,1032,2000,3360,4596,346,1042,408.0,62.0,1372,2476,3848,25316,SSH
18,19,37,37,576,608,1184,1732,2214,346,490,386.0,40.0,544,960,1504,14306,SSH
45,44,89,88,980,1000,1980,4577,3372,334,821,389.0,32.0,2067,781,2848,34629,TOR
18,19,37,37,576,608,1184,1764,2278,346,538,389.0,43.0,576,1024,1600,14402,SSH
510,380,890,877,13596,11892,25488,433240,30962,334,1814,819.0,458.0,402304,5628,407932,729530,SSLp2p
955,1510,2465,2465,39112,48320,87432,72398,2253388,346,1778,1223.0,874.0,816,2153728,2154544,3015986,SCP
1084,1064,2148,29,8852,8680,17532,134557,166582,334,1647,452.0,97.0,88709,121653,210362,973043,SKYPE
24,24,48,48,768,768,1536,2304,4288,346,1418,417.0,71.0,720,2704,3424,20032,SSH
30,30,60,60,960,960,1920,2700,15180,346,1794,578.0,232.0,720,13200,13920,34680,SSH
52,63,115,110,1268,1524,2792,4636,4574,334,892,375.0,20.0,1600,780,2380,43234,TOR
43,44,87,85,1392,1424,2816,5214,6768,346,1042,417.0,71.0,2360,3848,6208,36342,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
21,21,42,42,672,672,1344,2010,4010,346,1018,423.0,77.0,624,2624,3248,17780,SSH
1061,1055,2116,23,8656,8560,17216,152464,141118,334,1647,451.0,96.0,107734,96631,204365,956206,SKYPE
1096,1087,2183,49,9068,8984,18052,149648,148278,334,1505,448.0,94.0,103316,102214,205530,979534,SKYPE
730,1117,1847,1847,23360,46272,69632,2522676,85114,346,7506,1691.0,1340.0,2474496,864,2475360,3124950,SCP
428,393,821,793,9460,9620,19080,234410,35178,334,1814,625.0,270.0,210398,11496,221894,513612,SSLp2p
1055,1049,2104,12,8524,8452,16976,155999,130487,334,630,448.0,94.0,111565,86327,197892,943734,SKYPE
22,22,44,44,704,704,1408,2188,4076,346,1418,422.0,76.0,736,2624,3360,18584,SSH
794,605,1399,1375,16452,13620,30072,538035,47710,334,1814,718.0,361.0,494587,11525,506112,1004697,SSLp2p
1045,1045,2090,21,8480,8492,16972,151151,131387,334,519,447.0,93.0,107141,87305,194446,935418,SKYPE
36,36,72,71,1160,1160,2320,3932,6804,346,1418,429.0,82.0,1548,4420,5968,30896,SSH
1075,1074,2149,11,8660,8664,17324,153792,135757,334,1713,447.0,92.0,108582,90531,199113,961989,SKYPE
973,1508,2481,2481,41064,48256,89320,74914,2254688,346,1778,1218.0,868.0,768,2155160,2155928,3024282,SCP
695,499,1194,1164,15184,11340,26524,451129,45858,334,1814,714.0,358.0,412315,15668,427983,852971,SSLp2p
2820,4581,7401,7302,65348,100692,166040,347046,5519366,334,1814,1092.0,736.0,185818,5261356,5447174,8082500,SSLp2p
1047,1038,2085,29,8568,8472,17040,129092,162953,334,1648,452.0,97.0,84926,119118,204044,944229,SKYPE
346,357,703,696,7524,7828,15352,23465,63899,334,1846,422.0,67.0,4177,43233,47410,297068,TOR
178,162,340,321,3796,3352,7148,16158,15120,334,1485,391.0,35.0,6310,5912,12222,132942,TOR
26,26,52,52,832,832,1664,2436,6868,346,1794,458.0,112.0,720,5152,5872,23864,SSH
1201,784,1985,1950,25480,18240,43720,895777,61443,334,1814,781.0,424.0,829463,13547,843010,1551804,SSLp2p
41,41,82,81,1320,1320,2640,4134,18598,346,1794,557.0,211.0,1420,15884,17304,45692,SSH
888,649,1537,1518,18296,15668,33964,609110,45384,334,1814,723.0,368.0,560622,5556,566178,1112598,SSLp2p
36,37,73,72,1160,1192,2352,3948,5166,346,1042,404.0,58.0,1564,2716,4280,29554,SSH
652,439,1091,1074,14260,10744,25004,478228,31321,334,1814,765.0,408.0,441800,4037,445837,835221,SSLp2p
957,1510,2467,2467,38992,48320,87312,72298,2253388,346,1778,1222.0,873.0,768,2153728,2154496,3016446,SCP
1071,1063,2134,39,8868,8708,17576,142408,146848,334,915,448.0,93.0,97126,101918,199044,956568,SKYPE
1055,1055,2110,24,8596,8572,17168,127382,155696,334,1647,447.0,91.0,82916,111190,194106,943414,SKYPE
41,42,83,82,1320,1352,2672,4294,14736,346,1794,509.0,163.0,1580,11956,13536,42270,SSH
325,297,622,604,7896,7484,15380,155449,27127,334,1814,589.0,233.0,136503,9006,145509,366560,SSLp2p
24,24,48,48,768,768,1536,2336,4640,346,1794,425.0,79.0,752,3056,3808,20416,SSH
41,42,83,81,1328,1360,2688,4938,6684,346,1042,420.0,73.0,2216,3896,6112,34862,SSH
21,21,42,42,672,672,1344,2010,5306,346,1242,454.0,108.0,624,3920,4544,19076,SSH
706,1086,1792,1792,22592,44704,67296,2551164,82540,346,7506,1749.0,1398.0,2504568,912,2505480,3135464,SCP
25,25,50,50,800,800,1600,2386,4898,346,1794,425.0,79.0,736,3248,3984,21284,SSH
1064,1059,2123,24,8668,8604,17272,131653,128867,334,1648,435.0,80.0,86789,84193,170982,924688,SKYPE
1076,1068,2144,30,8812,8700,17512,140225,149524,334,622,448.0,92.0,94829,104447,199276,960693,SKYPE
11,12,23,23,220,240,460,2157,1071,334,812,439.0,84.0,1563,388,1951,10116,TOR
1055,1049,2104,21,8572,8512,17084,144329,143022,334,630,449.0,94.0,99887,98788,198675,945751,SKYPE
36,40,76,71,1020,1112,2132,3982,3334,334,819,391.0,33.0,1738,812,2550,29748,TOR
46,47,93,91,1488,1520,3008,5428,9150,346,1794,436.0,90.0,2376,6032,8408,40618,SSH
36,36,72,71,1160,1160,2320,3964,6716,346,1418,428.0,82.0,1580,4332,5912,30840,SSH
583,678,1261,1234,13448,14316,27764,123181,554167,334,1814,834.0,480.0,89911,516117,606028,1052380,SSLp2p
35,35,70,69,1128,1128,2256,3898,6114,346,1626,423.0,76.0,1580,3796,5376,29612,SSH
300,230,530,521,6260,5812,12072,219985,15553,334,1766,742.0,386.0,203525,1291,204816,393442,SSLp2p
853,619,1472,1453,17496,14132,31628,622227,45940,334,1814,753.0,397.0,575729,8757,584486,1108839,SSLp2p
751,1123,1874,1874,24032,47716,71748,2545542,86810,346,7506,1684.0,1332.0,2495976,912,2496888,3157072,SCP
48,48,96,94,1552,1552,3104,5560,7512,346,1042,416.0,69.0,2376,4328,6704,39952,SSH
1048,730,1778,1753,23180,18564,41744,793628,52980,334,1814,774.0,417.0,734816,7046,741862,1377376,SSLp2p
52,59,111,111,1052,1180,2232,3851,4345,334,739,374.0,18.0,1031,988,2019,41516,TOR
24,24,48,48,768,768,1536,2336,3040,346,538,392.0,46.0,752,1456,2208,18816,SSH
69,73,142,140,1484,1604,3088,5636,7378,334,1282,387.0,34.0,1806,3083,4889,55078,TOR
75,65,140,138,1524,1312,2836,6202,4507,334,821,375.0,20.0,2128,803,2931,52597,TOR
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
722,1105,1827,1827,23104,45708,68812,2556516,84190,346,7506,1725.0,1373.0,2508864,912,2509776,3152266,SCP
36,36,72,71,1160,1160,2320,3948,5436,346,1042,410.0,64.0,1564,3052,4616,29544,SSH
744,1129,1873,1873,23808,47796,71604,2530760,87046,346,7506,1677.0,1325.0,2481656,864,2482520,3142246,SCP
33,34,67,66,1064,1096,2160,3686,5952,346,1626,423.0,77.0,1500,3700,5200,28398,SSH
297,288,585,556,6576,6324,12900,102838,29288,334,1814,520.0,168.0,86164,12370,98534,304566,SSLp2p
68,60,128,127,1380,1212,2592,4746,4152,334,739,363.0,13.0,1054,694,1748,46498,TOR
796,1164,1960,1960,25472,50728,76200,2534192,91216,346,7506,1619.0,1266.0,2481656,912,2482568,3174208,SCP
33,33,66,65,1064,1064,2128,3686,6342,346,1418,431.0,85.0,1500,4156,5656,28508,SSH
1079,1054,2133,17,8764,8504,17268,149165,146930,334,915,450.0,96.0,103575,102548,206123,961911,SKYPE
21,21,42,42,672,672,1344,1962,2602,346,554,388.0,42.0,576,1216,1792,16324,SSH
684,1061,1745,1745,21888,42272,64160,2556872,79306,346,7506,1790.0,1439.0,2511728,960,2512688,3124778,SCP
36,37,73,72,1160,1192,2352,3916,5278,346,1042,405.0,59.0,1532,2828,4360,29634,SSH
33,34,67,66,1064,1096,2160,3622,6696,346,1794,434.0,87.0,1436,4444,5880,29078,SSH
33,27,60,58,900,672,1572,3395,2133,334,818,391.0,31.0,1373,494,1867,23480,TOR
277,237,514,503,5880,5504,11384,152798,19079,334,1814,632.0,277.0,137500,4966,142466,324917,SSLp2p
925,1455,2380,2380,38044,46560,84604,70262,2175294,346,1778,1223.0,873.0,768,2079264,2080032,2911956,SCP
541,468,1009,985,11424,10636,22060,334678,38531,334,1814,668.0,312.0,304860,10698,315558,674897,SSLp2p
463,346,809,789,12804,10016,22820,320146,29302,334,1814,729.0,368.0,291600,6900,298500,590368,SSLp2p
17,18,35,35,544,576,1120,1666,2084,346,474,387.0,41.0,544,896,1440,13550,SSH
820,565,1385,1374,21272,15056,36328,610239,39372,334,1814,769.0,408.0,561087,4038,565125,1065635,SSLp2p
56,52,108,108,1144,1040,2184,5282,3764,334,952,381.0,28.0,2234,805,3039,41206,TOR
37,38,75,74,1192,1224,2416,4014,8752,346,1794,450.0,104.0,1564,6236,7800,33766,SSH
145,135,280,277,2936,2736,5672,14971,41512,334,1846,499.0,146.0,7105,33807,40912,139939,TOR
130,115,245,233,3432,2836,6268,52006,10693,334,1814,551.0,195.0,44154,3717,47871,135011,SSLp2p
14,16,30,30,292,320,612,2025,1350,334,819,412.0,56.0,1257,437,1694,12383,TOR
1057,1058,2115,25,8612,8608,17220,119478,133447,334,622,432.0,77.0,74928,88801,163729,915077,SKYPE
1076,1036,2112,24,8764,8420,17184,141055,127144,334,1648,439.0,84.0,95347,83352,178699,929159,SKYPE
1022,1020,2042,0,8176,8160,16336,153509,131075,357,517,452.0,97.0,110585,88205,198790,923288,SKYPE
33,34,67,66,1064,1096,2160,3622,4808,346,1042,405.0,59.0,1436,2556,3992,27190,SSH
174,190,364,360,3816,4248,8064,12238,14091,334,802,370.0,15.0,2506,2985,5491,135033,TOR
44,44,88,86,1424,1424,2848,5280,6944,346,1042,418.0,72.0,2360,4024,6384,36864,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
36,35,71,70,1160,1128,2288,3948,5050,346,1042,406.0,60.0,1564,2732,4296,28878,SSH
1554,991,2545,2524,33268,23864,57132,1200157,71899,334,1814,799.0,441.0,1114053,10517,1124570,2035536,SSLp2p
36,37,73,72,1160,1192,2352,3948,5350,346,1042,407.0,61.0,1564,2900,4464,29738,SSH
859,651,1510,1481,17804,15796,33600,571527,46455,334,1814,706.0,351.0,524517,6410,530927,1066798,SSLp2p
1740,1049,2789,2777,36480,24740,61220,1372818,73031,334,1814,818.0,460.0,1277178,8357,1285535,2283793,SSLp2p
311,277,588,567,6764,6356,13120,134046,27144,334,1814,570.0,216.0,116708,10734,127442,335238,SSLp2p
36,37,73,72,1160,1192,2352,3916,6870,346,1418,427.0,81.0,1532,4420,5952,31226,SSH
36,37,73,72,1160,1192,2352,3964,6790,346,1418,427.0,81.0,1580,4340,5920,31194,SSH
37,37,74,73,1192,1192,2384,4014,7414,346,1794,434.0,88.0,1564,4964,6528,32148,SSH
333,475,808,773,7448,10116,17564,44186,306090,334,1814,729.0,377.0,25416,279233,304649,589476,SSLp2p
957,1512,2469,2469,39464,48384,87848,72818,2253520,346,1778,1222.0,872.0,816,2153728,2154544,3017658,SCP
24,24,48,48,768,768,1536,2336,2944,346,538,390.0,44.0,752,1360,2112,18720,SSH
33,33,66,65,1064,1064,2128,3622,5094,346,1042,412.0,65.0,1436,2908,4344,27196,SSH
1008,1008,2016,11,8124,8136,16260,116387,124269,334,1640,432.0,77.0,73991,81729,155720,871824,SKYPE
1097,1089,2186,64,9256,9108,18364,124193,144355,334,1141,435.0,80.0,77639,98156,175795,951796,SKYPE
629,1026,1655,1655,20128,39488,59616,2560402,75284,346,7506,1872.0,1522.0,2518888,912,2519800,3099086,SCP
916,1489,2405,2405,35864,47648,83512,67776,2224794,346,1778,1233.0,884.0,768,2126520,2127288,2965970,SCP
45,48,93,91,1456,1552,3008,5346,7160,346,1042,414.0,68.0,2360,3976,6336,38546,SSH
344,259,603,593,7088,6552,13640,224118,20539,334,1814,703.0,347.0,205334,4501,209835,424473,SSLp2p
711,1086,1797,1797,22752,44768,67520,2544334,82604,346,7506,1741.0,1390.0,2497408,912,2498320,3130098,SCP
36,37,73,72,1160,1192,2352,3932,5238,346,1042,405.0,59.0,1548,2788,4336,29610,SSH
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
1074,1068,2142,29,8796,8688,17484,127940,122743,334,492,429.0,74.0,82628,77657,160285,919915,SKYPE
474,445,919,890,10212,11168,21380,318000,36861,334,1814,683.0,327.0,291672,9651,301323,628341,SSLp2p
43,43,86,84,1392,1392,2784,5118,6950,346,1042,420.0,73.0,2264,4096,6360,36148,SSH
712,1088,1800,1800,22784,44676,67460,2554424,82580,346,7506,1745.0,1393.0,2507432,912,2508344,3141004,SCP
33,40,73,71,772,952,1724,3888,3276,334,819,396.0,39.0,1994,886,2880,28948,TOR
1084,1079,2163,32,8888,8800,17688,153392,140220,334,630,448.0,93.0,107648,94656,202304,969844,SKYPE
130,116,246,242,2648,2368,5016,13026,17575,334,1777,426.0,69.0,5958,11053,17011,104985,TOR
1051,1049,2100,23,8552,8536,17088,151497,127525,334,622,445.0,90.0,107211,83258,190469,935054,SKYPE
1114,1110,2224,71,9356,9328,18684,146572,147590,334,1828,444.0,89.0,99340,100378,199718,988306,SKYPE
707,1088,1795,1795,22624,44672,67296,2562686,82528,346,7506,1753.0,1402.0,2516024,864,2516888,3147814,SCP
320,270,590,576,6988,6316,13304,165929,25502,334,1802,620.0,266.0,148061,9394,157455,366327,SSLp2p
1053,1050,2103,35,8664,8616,17280,125791,142158,334,915,440.0,85.0,81305,97765,179070,925749,SKYPE
24,24,48,48,768,768,1536,2320,5536,346,1794,443.0,97.0,736,3952,4688,21296,SSH
33,34,67,66,1064,1096,2160,3734,4968,346,1042,409.0,63.0,1548,2716,4264,27462,SSH
31,32,63,62,1000,1032,2032,3490,4692,346,1042,409.0,63.0,1436,2572,4008,25822,SSH
51,51,102,100,1648,1648,3296,5742,16702,346,1794,500.0,153.0,2360,13320,15680,51004,SSH
955,1505,2460,2460,39596,48160,87756,72882,2254490,346,1778,1226.0,876.0,816,2155160,2155976,3016172,SCP
34,34,68,66,716,704,1420,5066,14126,334,1782,568.0,226.0,3194,12190,15384,38648,TOR
187,181,368,342,4188,4100,8288,82547,17142,334,1814,565.0,212.0,72001,6312,78313,208073,SSLp2p
32,32,64,63,1032,1032,2064,3572,4868,346,1042,411.0,65.0,1452,2748,4200,26360,SSH
20,20,40,40,640,640,1280,2008,2248,346,474,386.0,40.0,688,928,1616,15456,SSH
716,1095,1811,1811,22912,45188,68100,2567576,83330,346,7506,1743.0,1392.0,2520320,912,2521232,3157986,SCP
1061,1050,2111,39,8752,8604,17356,152942,136083,334,1826,449.0,94.0,108116,91673,199789,948521,SKYPE
1072,1068,2140,37,8816,8748,17564,133801,142781,334,866,441.0,86.0,88537,97535,186072,945510,SKYPE
31,31,62,61,1000,1000,2000,3490,4490,346,1042,408.0,62.0,1436,2436,3872,25340,SSH
43,45,88,86,1392,1456,2848,5054,8962,346,1794,439.0,92.0,2200,5976,8176,38656,SSH
469,414,883,851,10000,9176,19176,272724,32229,334,1814,643.0,288.0,246778,7741,254519,567905,SSLp2p
415,432,847,818,9028,9620,18648,169839,160521,334,1814,686.0,332.0,146701,135268,281969,581472,SSLp2p
245,689,934,934,4900,13792,18692,13394,1021058,334,1764,1387.0,1053.0,164,983840,984004,1295972,SSLWEB
262,687,949,949,5240,13740,18980,16014,1018084,334,1764,1369.0,1035.0,1866,980980,982846,1299818,SSLWEB
1044,1034,2078,24,8508,8404,16912,120835,133090,334,622,434.0,80.0,76791,89474,166265,903765,SKYPE
418,342,760,747,8740,8684,17424,274518,33233,334,1814,703.0,346.0,251566,12135,263701,534535,SSLp2p
556,470,1026,1006,15796,14536,30332,382002,38395,334,1814,706.0,345.0,347302,7365,354667,724797,SSLp2p
1058,1053,2111,38,8692,8652,17344,134581,151329,334,915,448.0,93.0,89917,106813,196730,945886,SKYPE
1053,1051,2104,32,8640,8604,17244,123756,137051,334,1828,436.0,81.0,79314,92655,171969,918855,SKYPE
1052,1050,2102,21,8548,8520,17068,142886,139933,334,528,447.0,92.0,98570,95657,194227,940563,SKYPE
34,37,71,66,828,908,1736,3568,2895,334,820,387.0,31.0,1584,646,2230,27527,TOR
1495,1005,2500,2484,34788,26972,61760,1219818,67241,334,1814,814.0,454.0,1134200,3177,1137377,2035571,SSLp2p
13,13,26,26,260,260,520,1982,1169,334,818,423.0,65.0,1280,435,1715,11007,TOR
46,51,97,95,968,1056,2024,5030,5159,334,952,405.0,48.0,2498,2253,4751,39301,TOR
30,31,61,60,968,1000,1968,3360,5874,346,1626,431.0,85.0,1372,3820,5192,26314,SSH
12,13,25,25,252,260,512,1462,1166,334,739,405.0,48.0,802,422,1224,10140,TOR
429,433,862,824,9312,9916,19228,218692,39755,334,1814,596.0,242.0,194794,14053,208847,514175,SSLp2p
19,19,38,38,608,608,1216,1862,2294,346,538,389.0,43.0,608,1040,1648,14796,SSH
14,12,26,23,324,240,564,1241,942,334,739,381.0,26.0,441,259,700,9911,TOR
1077,1061,2138,24,8772,8620,17392,135699,167474,334,1647,454.0,99.0,90309,122716,213025,972149,SKYPE
1042,1038,2080,27,8516,8448,16964,145553,153839,334,1647,456.0,101.0,101569,110034,211603,950496,SKYPE
41,49,90,90,916,1076,1992,3777,3473,334,896,378.0,23.0,1467,610,2077,34082,TOR
864,1428,2292,2292,32796,45696,78492,62988,2130552,346,1778,1237.0,888.0,816,2036304,2037120,2835300,SCP
1080,1042,2122,11,8712,8396,17108,157102,135243,334,896,450.0,95.0,111330,91377,202707,955113,SKYPE
1068,1061,2129,42,8856,8752,17608,126605,160653,334,622,447.0,92.0,81437,115729,197166,952626,SKYPE
1126,1107,2233,60,9392,9204,18596,141782,161543,334,1348,447.0,93.0,94106,114493,208599,1000373,SKYPE
495,416,911,894,11084,10140,21224,327626,32066,334,1814,693.0,336.0,299712,6860,306572,631572,SSLp2p
21,21,42,42,672,672,1344,1994,4282,346,1418,429.0,83.0,608,2896,3504,18036,SSH
291,277,568,527,6228,5832,12060,69238,94755,334,1794,568.0,232.0,53116,78796,131912,323033,SSLWEB
274,476,750,738,5408,9556,14964,40619,637022,334,1794,1183.0,849.0,25875,611192,637067,887769,SSLWEB
243,278,521,497,4764,5656,10420,87256,167105,334,1764,768.0,433.0,74230,151583,225813,400625,SSLWEB
285,308,593,566,6036,6460,12496,49473,220675,334,1858,739.0,399.0,33747,203239,236986,438268,SSLWEB
23,23,46,46,736,736,1472,2270,2686,346,522,387.0,41.0,752,1168,1920,17836,SSH
1077,1056,2133,66,9048,8916,17964,125635,141373,334,1826,437.0,82.0,79929,96461,176390,932920,SKYPE
44,44,88,86,1424,1424,2848,5264,7016,346,1042,419.0,73.0,2344,4096,6440,36920,SSH
703,1092,1795,1795,22496,45068,67564,2552398,83108,346,7506,1748.0,1396.0,2506000,912,2506912,3138106,SCP
885,695,1580,1548,18356,16112,34468,620934,50517,334,1814,723.0,367.0,572488,8619,581107,1143675,SSLp2p
33,33,66,65,1064,1064,2128,3622,4950,346,1042,409.0,63.0,1436,2764,4200,27052,SSH
25,25,50,50,800,800,1600,2370,5122,346,1794,429.0,83.0,720,3472,4192,21492,SSH
713,1097,1810,1810,22816,45112,67928,2535874,83322,346,7506,1727.0,1375.0,2488816,912,2489728,3125996,SCP
144,164,308,300,3360,3848,7208,10502,11870,334,739,370.0,14.0,2246,2098,4344,114052,TOR
34,32,66,65,752,712,1464,3457,4689,334,1129,416.0,66.0,1549,2822,4371,27490,TOR
68,75,143,140,1452,1644,3096,5141,7509,334,1618,387.0,31.0,1377,3135,4512,55346,TOR
34,35,69,69,692,700,1392,3704,2557,334,819,391.0,35.0,1856,565,2421,26989,TOR
1112,1081,2193,87,9628,9128,18756,142070,160090,334,1364,449.0,95.0,94634,114113,208747,986376,SKYPE
603,463,1066,1043,15852,12872,28724,425131,51577,334,1814,745.0,385.0,388777,22105,410882,794452,SSLp2p
46,46,92,90,1488,1488,2976,5412,9092,346,1794,437.0,91.0,2360,6040,8400,40264,SSH
23,23,46,46,736,736,1472,2110,7502,346,1794,488.0,142.0,592,5984,6576,22492,SSH
21,21,42,42,672,672,1344,1978,6122,346,1794,472.0,126.0,592,4736,5328,19860,SSH
33,33,66,65,1064,1064,2128,3702,4742,346,1042,407.0,61.0,1516,2556,4072,26924,SSH
10,13,23,23,200,260,460,1318,1183,334,739,408.0,53.0,778,445,1223,9389,TOR
1024,1019,2043,23,8360,8272,16632,140909,144481,334,1647,452.0,97.0,97733,101506,199239,925078,SKYPE
24,20,44,43,636,484,1120,2228,1610,334,739,375.0,26.0,776,396,1172,16542,TOR
703,1091,1794,1794,22496,44496,66992,2553830,82502,346,7506,1749.0,1398.0,2507432,912,2508344,3138652,SCP
885,623,1508,1483,18228,14624,32852,608160,46175,334,1814,732.0,376.0,559842,8201,568043,1104127,SSLp2p
34,35,69,68,1096,1128,2224,3672,8946,346,1794,462.0,116.0,1420,6628,8048,31938,SSH
339,329,668,636,7860,7972,15832,112888,35788,334,1814,516.0,163.0,93502,15931,109433,345348,SSLp2p
959,1509,2468,2468,39540,48288,87828,72914,2253322,346,1778,1222.0,872.0,768,2153728,2154496,3017276,SCP
33,33,66,65,1064,1064,2128,3734,4910,346,1042,410.0,64.0,1548,2724,4272,27124,SSH
45,53,98,93,1084,1252,2336,5059,4583,334,817,392.0,39.0,2445,1416,3861,38490,TOR
524,594,1118,1055,11796,13276,25072,99932,85359,334,1814,460.0,108.0,70320,50647,120967,514555,SSLp2p
33,33,66,65,1064,1064,2128,3606,7814,346,1794,453.0,106.0,1420,5628,7048,29900,SSH
36,35,71,70,1160,1128,2288,3948,5274,346,1042,409.0,63.0,1564,2956,4520,29102,SSH
21,21,42,42,672,672,1344,1994,2650,346,554,390.0,44.0,608,1264,1872,16404,SSH
178,214,392,374,3872,4532,8404,29012,122630,334,1782,670.0,330.0,19088,110458,129546,262938,TOR
1054,1049,2103,45,8696,8668,17364,125071,143290,334,524,440.0,85.0,80539,98834,179373,925585,SKYPE
1200,1297,2497,423,11712,13736,25448,135108,452690,334,1858,545.0,191.0,82596,394633,477229,1362958,SKYPE
9,8,17,17,180,160,340,1361,1156,334,818,446.0,92.0,875,704,1579,7597,TOR
1053,1048,2101,18,8544,8480,17024,144943,138130,334,622,447.0,92.0,100597,93968,194565,939321,SKYPE
1055,1046,2101,42,8728,8584,17312,123679,130055,334,915,433.0,78.0,79081,85826,164907,911006,SKYPE
956,1509,2465,2465,39528,48288,87816,72800,2254754,346,1778,1224.0,874.0,768,2155160,2155928,3017754,SCP
64,65,129,126,2072,2104,4176,7436,21118,346,1794,501.0,154.0,3188,16804,19992,64674,SSH
22,22,44,44,704,704,1408,2204,2588,346,506,388.0,42.0,752,1136,1888,17112,SSH
291,277,568,527,6228,5832,12060,69238,94755,334,1794,568.0,232.0,53116,78796,131912,323033,SSLWEB
274,476,750,738,5408,9556,14964,40619,637022,334,1794,1183.0,849.0,25875,611192,637067,887769,SSLWEB
243,278,521,497,4764,5656,10420,87256,167105,334,1764,768.0,433.0,74230,151583,225813,400625,SSLWEB
285,308,593,566,6036,6460,12496,49473,220675,334,1858,739.0,399.0,33747,203239,236986,438268,SSLWEB
1118,1071,2189,26,9124,8700,17824,155510,162096,334,896,458.0,102.0,108014,116920,224934,1002590,SKYPE
14,14,28,28,292,280,572,2025,1226,334,818,416.0,60.0,1257,429,1686,11667,TOR
931,1509,2440,2440,36548,48288,84836,69018,2251890,346,1778,1231.0,882.0,816,2152296,2153112,3004108,SCP
32,32,64,63,1032,1032,2064,3652,5836,346,1626,428.0,82.0,1532,3716,5248,27408,SSH
648,1050,1698,1698,20736,41588,62324,2537312,78152,346,7506,1820.0,1469.0,2494544,864,2495408,3090904,SCP
692,1084,1776,1776,22144,44204,66348,2551672,81972,346,7506,1762.0,1411.0,2506000,912,2506912,3130924,SCP
1051,1049,2100,12,8516,8464,16980,152227,138749,334,1713,451.0,96.0,107977,94575,202552,948192,SKYPE
352,346,698,674,7416,7724,15140,160829,28889,334,1814,568.0,214.0,141445,8585,150030,396710,SSLp2p
152,163,315,295,3368,3568,6936,48387,20873,334,1814,513.0,162.0,39851,11280,51131,161780,SSLp2p
235,689,924,924,4700,13792,18492,12822,1021058,334,1764,1398.0,1064.0,132,983840,983972,1292600,SSLWEB
1061,1057,2118,24,8644,8588,17232,144281,145250,334,1647,449.0,94.0,99563,100660,200223,952299,SKYPE
98,108,206,201,2328,2604,4932,7712,9811,334,1282,382.0,26.0,2052,3337,5389,78851,TOR
1180,1254,2434,383,11372,13004,24376,142742,444572,334,1858,551.0,197.0,91250,388767,480017,1343042,SKYPE
1083,1087,2170,56,8988,9072,18060,158785,146203,334,1828,452.0,98.0,112975,100083,213058,982412,SKYPE
1061,1060,2121,35,8728,8696,17424,128437,160668,334,915,449.0,94.0,83635,115855,199490,952777,SKYPE
45,45,90,88,1456,1456,2912,5330,7050,346,1042,417.0,71.0,2344,4064,6408,37580,SSH
205,311,516,499,4476,6516,10992,40492,254094,334,1764,856.0,515.0,29046,236712,265758,442042,TOR
36,36,72,71,1160,1160,2320,3948,5212,346,1042,407.0,61.0,1564,2828,4392,29320,SSH
518,406,924,908,14456,13104,27560,446677,33183,334,1814,817.0,455.0,414609,5829,420438,754996,SSLp2p
